state,st_id,name,leaid,method,ccd_st_leaid,ccd_name,ccd_sy_end,author_check
NJ,392660,Linden Public School District,3408610,st_leaid,392660,Linden Public School District,2024,
NJ,393470,Mountainside School District,3411040,st_leaid,393470,Mountainside School District,2024,
NJ,393560,New Providence School District,3411310,st_leaid,393560,New Providence School District,2024,
NJ,394160,Plainfield Public School District,3413140,st_leaid,394160,Plainfield Public School District,2024,
NJ,394290,Rahway Public School District,3413530,st_leaid,394290,Rahway Public School District,2024,
NJ,394540,Roselle Public School District,3414280,st_leaid,394540,Roselle Public School District,2024,
NJ,394550,Roselle Park Public School District,3414310,st_leaid,394550,Roselle Park Public School District,2024,
NJ,394670,Scotch Plains-Fanwood School District,3414670,st_leaid,394670,Scotch Plains-Fanwood School District,2024,
NJ,395000,Springfield Public School District,3415630,st_leaid,395000,Springfield Public School District,2024,
NJ,395090,Summit Public School District,3415900,st_leaid,395090,Summit Public School District,2024,
NJ,395245,Union County Educational Services Commission,3416400,st_leaid,395245,Union County Educational Services Commission,2024,
NJ,395260,Union County Vocational-Technical School District,3418040,st_leaid,395260,Union County Vocational-Technical School District,2024,
NJ,395290,Township Of Union School District,3416500,st_leaid,395290,Township of Union School District,2024,
NJ,395730,Westfield Public School District,3417760,st_leaid,395730,Westfield Public School District,2024,
NJ,395810,Winfield Township,3418030,st_leaid,395810,Winfield Township,2024,
NJ,410030,Allamuchy Township School District,3400720,st_leaid,410030,Allamuchy Township School District,2024,
NJ,410070,Alpha Borough School District,3400840,st_leaid,410070,Alpha Borough School District,2024,
NJ,410280,Belvidere School District,3401440,st_leaid,410280,Belvidere School District,2024,
NJ,411785,Great Meadows Regional School District,3400008,st_leaid,411785,Great Meadows Regional School District,2024,
NJ,411840,Greenwich Township School District,3406210,st_leaid,411840,Greenwich Township School District,2024,
NJ,411870,Hackettstown Public School District,3406300,st_leaid,411870,Hackettstown Public School District,2024,
NJ,412040,Harmony Township School District,3406810,st_leaid,412040,Harmony Township School District,2024,
NJ,412250,Hope Township School District,3407470,st_leaid,412250,Hope Township School District,2024,
NJ,412790,Lopatcong Township School District,3409000,st_leaid,412790,Lopatcong Township School District,2024,
NJ,413675,North Warren Regional School District,3409550,st_leaid,413675,North Warren Regional School District,2024,
NJ,413890,Oxford Township School District,3412300,st_leaid,413890,Oxford Township School District,2024,
NJ,414100,Phillipsburg School District,3412960,st_leaid,414100,Phillipsburg School District,2024,
NJ,414200,Pohatcong Township School District,3413260,st_leaid,414200,Pohatcong Township School District,2024,
NJ,415460,Warren County Vocational Technical School,3417920,st_leaid,415460,Warren County Vocational Technical School,2024,
NJ,415465,Warren Hills Regional School District,3416970,st_leaid,415465,Warren Hills Regional School District,2024,
NJ,415780,White Township Consolidated School District,3417910,st_leaid,415780,White Township Consolidated School District,2024,
NJ,806010,Academy Charter High School,3400048,st_leaid,806010,Academy Charter High School,2024,
NJ,806013,Bergen Arts And Science Charter School,3400715,st_leaid,806013,Bergen Arts and Science Charter School,2024,
NJ,806017,Foundation Academy Charter School,3400717,st_leaid,806017,Foundation Academy Charter School,2024,
NJ,806018,Central Jersey College Prep Charter School,3400090,st_leaid,806018,Central Jersey College Prep Charter School,2024,
NJ,806020,Pride Academy Charter School District,3400719,st_leaid,806020,Pride Academy Charter School District,2024,
NJ,806025,Paul Robeson Charter School For The Humanities,3400723,st_leaid,806025,Paul Robeson Charter School for the Humanities,2024,
NJ,806030,The Ethical Community Charter School,3400727,st_leaid,806030,The Ethical Community Charter School School Distirct,2024,
NJ,806032,Academy For Urban Leadership Charter School,3400741,st_leaid,806032,Academy for Urban Leadership Charter School,2024,
NJ,806033,The Barack Obama Green Charter High School District,3400740,st_leaid,806033,The Barack Obama Green Charter High School District,2024,
NJ,806036,Hoboken Dual Language Charter School,3400734,st_leaid,806036,Hoboken Dual Language Charter School,2024,
NJ,806041,Hatikvah International Academy Charter School,3400735,st_leaid,806041,Hatikvah International Academy Charter School,2024,
NJ,806053,Great Oaks Legacy Charter School,3400751,st_leaid,806053,Great Oaks Legacy Charter School,2024,
NJ,806057,Peoples Preparatory Charter School District,3400754,st_leaid,806057,Peoples Preparatory Charter School,2024,
NJ,806069,Millville Public Charter School,3400749,st_leaid,806069,Millville Public Charter School,2024,
NJ,806076,Benjamin Banneker Preparatory Charter School,3400744,st_leaid,806076,Benjamin Banneker Preparatory Charter School,2024,
NJ,806079,John P Holland Charter School,3400748,st_leaid,806079,John P Holland Charter School School District,2024,
NJ,806080,Passaic Arts And Science Charter School,3400745,st_leaid,806080,Passaic Arts and Science Charter School,2024,
NJ,806081,Thomas Edison Energysmart Charter School,3400746,st_leaid,806081,Thomas Edison EnergySmart Charter School,2024,
NJ,806082,Beloved Community Charter School,3400759,st_leaid,806082,BelovED Community Charter,2024,
NJ,806094,Phillip'S Academy  Charter School,3400764,st_leaid,806094,Phillip's Academy Charter School,2024,
NJ,806096,Paterson Arts And Science Charter School,3400765,st_leaid,806096,Paterson Arts and Science Charter School,2024,
NJ,806101,College Achieve Central Charter School,3400779,st_leaid,806101,College Achieve Central Charter School,2024,
NJ,806102,Cresthaven Academy Charter School,3400786,st_leaid,806102,Cresthaven Academy Charter School,2024,
NJ,806103,Empowerment Academy Charter School,3400781,st_leaid,806103,Empowerment Academy Charter School,2024,
NJ,806105,Hudson Arts And Science Charter School,3400787,st_leaid,806105,Hudson Arts and Science Charter School,2024,
NJ,806107,Camden'S Promise Charter School,3400785,st_leaid,806107,Camden's Promise Charter School,2024,
NJ,806109,Lead Charter School,3400788,st_leaid,806109,LEAD Charter School,2024,
NJ,806183,Trenton Stem-To-Civics Charter School,3400770,st_leaid,806183,Trenton Stem-to-Civics Charter School,2024,
NJ,806230,Classical Academy Charter School Of Clifton,3400052,st_leaid,806230,Classical Academy Charter School of Clifton,2024,
NJ,806240,Freedom Prep Charter School,3400080,st_leaid,806240,Freedom Prep Charter School,2024,
NJ,806420,Elysian Charter School,3400029,st_leaid,806420,Elysian Charter School,2024,
NJ,806635,Greater Brunswick Charter School,3400047,st_leaid,806635,Greater Brunswick Charter School,2024,
NJ,806720,Hoboken Charter School,3400032,st_leaid,806720,Hoboken Charter School District,2024,
NJ,806910,Jersey City Community Charter School,3400033,st_leaid,806910,Jersey City Community Charter School,2024,
NJ,806915,Jersey City Golden Door Charter School,3400034,st_leaid,806915,Jersey City Golden Door Charter School,2024,
NJ,807021,People'S Achieve Community Charter School,3480365,st_leaid,807021,People's Achieve Community Charter School,2024,
NJ,807109,Leap Academy University Charter School,3400078,st_leaid,807109,LEAP Academy University Charter School,2024,
NJ,807115,The Learning Community Charter School,3400035,st_leaid,807115,The Learning Community Charter School,2024,
NJ,807210,Marion P. Thomas Charter School,3400022,st_leaid,807210,Marion P. Thomas Charter School,2024,
NJ,807320,North Star Academy Charter School,3400024,st_leaid,807320,North Star Academy Charter School,2024,
NJ,807325,Team Academy Charter School,3400070,st_leaid,807325,TEAM Academy Charter School,2024,
NJ,807410,Chartertech High School For The Performing Arts,3400019,st_leaid,807410,Chartertech High School for the Performing Arts,2024,
NJ,807500,Pace Charter School Of Hamilton,3400042,st_leaid,807500,Pace Charter School of Hamilton,2024,
NJ,807503,Paterson Charter School For Science And Technology,3400087,st_leaid,807503,Paterson Charter School for Science and Technology,2024,
NJ,807540,Princeton Charter School,3400043,st_leaid,807540,Princeton Charter School,2024,
NJ,807600,The Queen City Academy Charter School District,3400061,st_leaid,807600,The Queen City Academy Charter School District,2024,
NJ,807720,Red Bank Charter School,3400049,st_leaid,807720,Red Bank Charter School,2024,
NJ,807727,Ridge And Valley Charter School,3400082,st_leaid,807727,Ridge and Valley Charter School,2024,
NJ,807730,Robert Treat Academy Charter School,3400025,st_leaid,807730,Robert Treat Academy Charter School,2024,
NJ,807735,Maria L. Varisco-Rogers Charter School,3400026,st_leaid,807735,Maria L. Varisco-Rogers Charter School,2024,
NJ,807850,Sussex County Technology Charter School,3400055,st_leaid,807850,Sussex County Technology Charter School,2024,
NJ,807890,Teaneck Community Charter School,3400015,st_leaid,807890,Teaneck Community Charter School,2024,
NJ,807891,College Achieve Greater Asbury Park Charter School,3400791,st_leaid,807891,College Achieve Greater Asbury Park Charter School,2024,
NJ,807892,College Achieve Paterson Charter School,3400793,st_leaid,807892,College Achieve Paterson Charter School,2024,
NJ,807893,Ocean Academy Charter School,3400789,st_leaid,807893,Ocean Academy Charter School,2024,
NJ,807895,Achievers Early College Prep Charter School,3400794,st_leaid,807895,Achievers Early College Prep Charter School,2024,
NJ,807896,Middlesex County Stem Charter School,3400795,st_leaid,807896,Middlesex County STEM Charter School,2024,
NJ,807897,Creativity Colaboratory Charter School,3400805,st_leaid,807897,Creativity CoLaboratory Charter School,2024,
NJ,807902,Mccorristin Charter School District,,unmatched,,,,
NJ,808010,Union County Teams Charter School-High School/College La,3400083,st_leaid,808010,Union County TEAMS Charter School-High School/College LA,2024,
NJ,808050,Unity Charter School,3400051,st_leaid,808050,Unity Charter School,2024,
NJ,808060,University Academy Charter High School,3400073,st_leaid,808060,University Academy Charter High School,2024,
NM,001,ALBUQUERQUE PUBLIC SCHOOLS,3500060,st_leaid,001,ALBUQUERQUE,2024,
NM,002,RESERVE PUBLIC SCHOOLS,3502220,st_leaid,002,RESERVE,2024,
NM,003,QUEMADO INDEPENDENT SCHOOLS,3502130,st_leaid,003,QUEMADO,2024,
NM,004,ROSWELL INDEPENDENT SCHOOLS,3502250,st_leaid,004,ROSWELL,2024,
NM,005,HAGERMAN MUNICIPAL SCHOOLS,3501200,st_leaid,005,HAGERMAN,2024,
NM,006,DEXTER CONSOLIDATED SCHOOLS,3500750,st_leaid,006,DEXTER,2024,
NM,007,LAKE ARTHUR MUNICIPAL SCHOOLS,3501470,st_leaid,007,LAKE ARTHUR,2024,
NM,008,CIMARRON MUNICIPAL SCHOOLS,3500480,st_leaid,008,CIMARRON,2024,
NM,009,RATON PUBLIC SCHOOLS,3502190,st_leaid,009,RATON,2024,
NM,010,SPRINGER MUNICIPAL SCHOOLS,3502490,st_leaid,010,SPRINGER,2024,
NM,011,MAXWELL MUNICIPAL SCHOOLS,3501800,st_leaid,011,MAXWELL,2024,
NM,012,CLOVIS MUNICIPAL SCHOOLS,3500570,st_leaid,012,CLOVIS,2024,
NM,013,TEXICO MUNICIPAL SCHOOLS,3502580,st_leaid,013,TEXICO,2024,
NM,014,MELROSE PUBLIC SCHOOLS,3501830,st_leaid,014,MELROSE,2024,
NM,015,GRADY MUNICIPAL SCHOOLS,3501140,st_leaid,015,GRADY,2024,
NM,016,FORT SUMNER MUNICIPAL SCHOOLS,3501050,st_leaid,016,FORT SUMNER,2024,
NM,017,LAS CRUCES PUBLIC SCHOOLS,3501500,st_leaid,017,LAS CRUCES,2024,
NM,018,HATCH VALLEY PUBLIC SCHOOLS,3501230,st_leaid,018,HATCH VALLEY,2024,
NM,019,GADSDEN INDEPENDENT SCHOOLS,3501080,st_leaid,019,GADSDEN,2024,
NM,020,CARLSBAD MUNICIPAL SCHOOLS,3500300,st_leaid,020,CARLSBAD,2024,
NM,021,LOVING MUNICIPAL SCHOOLS,3501710,st_leaid,021,LOVING,2024,
NM,022,ARTESIA PUBLIC SCHOOLS,3500120,st_leaid,022,ARTESIA,2024,
NM,023,SILVER CONSOLIDATED SCHOOLS,3502430,st_leaid,023,SILVER CITY,2024,
NM,024,COBRE CONSOLIDATED SCHOOLS,3500600,st_leaid,024,COBRE,2024,
NM,025,SANTA ROSA CONSOLIDATED SCHOOLS,3502400,st_leaid,025,SANTA ROSA,2024,
NM,026,VAUGHN MUNICIPAL SCHOOLS,3500001,st_leaid,026,VAUGHN,2024,
NM,027,ROY MUNICIPAL SCHOOLS,3502280,st_leaid,027,ROY,2024,
NM,028,MOSQUERO MUNICIPAL SCHOOLS,3501920,st_leaid,028,MOSQUERO,2024,
NM,029,LORDSBURG MUNICIPAL SCHOOLS,3501620,st_leaid,029,LORDSBURG,2024,
NM,030,ANIMAS PUBLIC SCHOOLS,3500090,st_leaid,030,ANIMAS,2024,
NM,031,LOVINGTON MUNICIPAL SCHOOLS,3501740,st_leaid,031,LOVINGTON,2024,
NM,032,EUNICE MUNICIPAL SCHOOLS,3500960,st_leaid,032,EUNICE,2024,
NM,033,HOBBS MUNICIPAL SCHOOLS,3501260,st_leaid,033,HOBBS,2024,
NM,034,JAL PUBLIC SCHOOLS,3501350,st_leaid,034,JAL,2024,
NM,035,TATUM MUNICIPAL SCHOOLS,3502550,st_leaid,035,TATUM,2024,
NM,036,RUIDOSO MUNICIPAL SCHOOLS,3502310,st_leaid,036,RUIDOSO,2024,
NM,037,CARRIZOZO MUNICIPAL SCHOOLS,3500330,st_leaid,037,CARRIZOZO,2024,
NM,038,CORONA MUNICIPAL SCHOOLS,3500630,st_leaid,038,CORONA,2024,
NM,039,HONDO VALLEY PUBLIC SCHOOLS,3501290,st_leaid,039,HONDO VALLEY,2024,
NM,040,CAPITAN MUNICIPAL SCHOOLS,3500270,st_leaid,040,CAPITAN,2024,
NM,041,LOS ALAMOS PUBLIC SCHOOLS,3501650,st_leaid,041,LOS ALAMOS,2024,
NM,042,DEMING PUBLIC SCHOOLS,3500690,st_leaid,042,DEMING,2024,
NM,043,GALLUP-MCKINLEY CTY SCHOOLS,3501110,st_leaid,043,GALLUP,2024,
NM,044,MORA INDEPENDENT SCHOOLS,3501860,st_leaid,044,MORA,2024,
NM,045,WAGON MOUND PUBLIC SCHOOLS,3502730,st_leaid,045,WAGON MOUND,2024,
NM,046,ALAMOGORDO PUBLIC SCHOOLS,3500030,st_leaid,046,ALAMOGORDO,2024,
NM,047,TULAROSA MUNICIPAL SCHOOLS,3502670,st_leaid,047,TULAROSA,2024,
NM,048,CLOUDCROFT MUNICIPAL SCHOOLS,3500540,st_leaid,048,CLOUDCROFT,2024,
NM,049,TUCUMCARI PUBLIC SCHOOLS,3502640,st_leaid,049,TUCUMCARI,2024,
NM,050,HOUSE MUNICIPAL SCHOOLS,3501320,st_leaid,050,HOUSE,2024,
NM,051,LOGAN MUNICIPAL SCHOOLS,3501590,st_leaid,051,LOGAN,2024,
NM,052,SAN JON MUNICIPAL SCHOOLS,3502340,st_leaid,052,SAN JON,2024,
NM,053,CHAMA VALLEY INDEP. SCHOOLS,3500420,st_leaid,053,CHAMA VALLEY,2024,
NM,054,DULCE INDEPENDENT SCHOOLS,3500810,st_leaid,054,DULCE,2024,
NM,055,ESPANOLA PUBLIC SCHOOLS,3500900,st_leaid,055,ESPANOLA,2024,
NM,056,JEMEZ MOUNTAIN PUBLIC SCHOOLS,3501380,st_leaid,056,JEMEZ MTN,2024,
NM,057,PORTALES MUNICIPAL SCHOOLS,3502100,st_leaid,057,PORTALES,2024,
NM,058,ELIDA MUNICIPAL SCHOOLS,3500840,st_leaid,058,ELIDA,2024,
NM,059,FLOYD MUNICIPAL SCHOOLS,3501020,st_leaid,059,FLOYD,2024,
NM,060,DORA MUNICIPAL SCHOOLS,3500790,st_leaid,060,DORA,2024,
NM,061,BERNALILLO PUBLIC SCHOOLS,3500210,st_leaid,061,BERNALILLO,2024,
NM,062,CUBA INDEPENDENT SCHOOLS,3500660,st_leaid,062,CUBA,2024,
NM,063,JEMEZ VALLEY PUBLIC SCHOOLS,3501410,st_leaid,063,JEMEZ VALLEY,2024,
NM,064,AZTEC MUNICIPAL SCHOOLS,3500150,st_leaid,064,AZTEC,2024,
NM,065,FARMINGTON MUNICIPAL SCHOOLS,3500990,st_leaid,065,FARMINGTON,2024,
NM,066,BLOOMFIELD SCHOOLS,3500240,st_leaid,066,BLOOMFIELD,2024,
NM,067,CENTRAL CONSOLIDATED SCHOOLS,3500390,st_leaid,067,CENTRAL,2024,
NM,068,WEST LAS VEGAS PUBLIC SCHOOLS,3501560,st_leaid,068,WEST LAS VEGAS,2024,
NM,069,LAS VEGAS CITY PUBLIC SCHOOLS,3501530,st_leaid,069,LAS VEGAS CITY,2024,
NM,070,PECOS INDEPENDENT SCHOOLS,3502010,st_leaid,070,PECOS,2024,
NM,071,SANTA FE PUBLIC SCHOOLS,3502370,st_leaid,071,SANTA FE,2024,
NM,072,POJOAQUE VALLEY PUBLIC SCHOOLS,3502070,st_leaid,072,POJOAQUE,2024,
NM,073,T OR C MUNICIPAL SCHOOLS,3502610,st_leaid,073,T OR C,2024,
NM,074,SOCORRO CONSOLIDATED SCHOOLS,3502460,st_leaid,074,SOCORRO,2024,
NM,075,MAGDALENA MUNICIPAL SCHOOLS,3501770,st_leaid,075,MAGDALENA,2024,
NM,076,TAOS MUNICIPAL SCHOOLS,3502520,st_leaid,076,TAOS,2024,
NM,077,PENASCO INDEPENDENT SCHOOLS,3502040,st_leaid,077,PENASCO,2024,
NM,078,MESA VISTA CONSOLIDATED SCHOOLS,3501980,st_leaid,078,MESA VISTA,2024,
NM,079,QUESTA,3502160,st_leaid,079,QUESTA,2024,
NM,080,ESTANCIA MUNICIPAL SCHOOLS,3500930,st_leaid,080,ESTANCIA,2024,
NM,081,MORIARTY-EDGEWOOD SCHOOL DISTRICT,3501890,st_leaid,081,MORIARTY-EDGEWOOD,2024,
NM,082,MOUNTAINAIR PUBLIC SCHOOLS,3501950,st_leaid,082,MOUNTAINAIR,2024,
NM,083,RIO RANCHO PUBLIC SCHOOLS,3500010,st_leaid,083,RIO RANCHO,2024,
NM,084,CLAYTON MUNICIPAL SCHOOLS,3500510,st_leaid,084,CLAYTON,2024,
NM,085,DES MOINES MUNICIPAL SCHOOLS,3500720,st_leaid,085,DES MOINES,2024,
NM,086,LOS LUNAS PUBLIC SCHOOLS,3501680,st_leaid,086,LOS LUNAS,2024,
NM,087,BELEN CONSOLIDATED SCHOOLS,3500180,st_leaid,087,BELEN,2024,
NM,088,GRANTS-CIBOLA COUNTY SCHOOLS,3501170,st_leaid,088,GRANTS,2024,
NM,089,ZUNI PUBLIC SCHOOLS,3502800,st_leaid,089,ZUNI,2024,
NM,501,MEDIA ARTS COLLABORATIVE CHARTER,3500109,st_leaid,501,NEW MEXICO ACADEMY FOR THE MEDIA ARTS,2024,
NM,502,COTTONWOOD CLASSICAL CHARTER SCHOOL,3500108,st_leaid,502,COTTONWOOD CLASSICAL PREP,2024,
NM,505,SCHOOL OF DREAMS ACADEMY,3500112,st_leaid,505,SCHOOL OF DREAMS ACADEMY,2024,
NM,509,NM SCHOOL FOR ARTS,3500119,st_leaid,509,NM SCHOOL FOR THE ARTS,2024,
NM,510,TAOS ACADEMY,3500118,st_leaid,510,TAOS ACADEMY,2024,
NM,511,ALMA DARTE CHARTER,3500116,st_leaid,511,ALMA D'ARTE CHARTER,2024,
NM,512,CESAR CHAVEZ COMMUNITY SCHOOL,3500117,st_leaid,512,CESAR CHAVEZ COMMUNITY  SCHOOL,2024,
NM,516,ABQ SCHOOL OF EXCELLENCE,3500122,st_leaid,516,ABQ SCHOOL OF EXCELLENCE,2024,
NM,517,ABQ SIGN LANGUAGE ACADEMY,3500123,st_leaid,517,ABQ SIGN LANGUAGE ACADEMY,2024,
NM,518,TIERRA ADENTRO,3500124,st_leaid,518,TIERRA ADENTRO,2024,
NM,519,THE MASTERS PROGRAM,3500125,st_leaid,519,THE MASTERS PROGRAM,2024,
NM,520,THE ASK ACADEMY,3500126,st_leaid,520,THE ASK ACADEMY,2024,
NM,524,ALBUQUERQUE INSTITUTE OF MATH & SCIENCE,3500130,st_leaid,524,ALBUQUERQUE INSTITUTE OF MATH & SCIENCE,2024,
NM,525,AMY BIEHL CHARTER HIGH SCHOOL,3500131,st_leaid,525,AMY BIEHL CHARTER HIGH SCHOOL,2024,
NM,531,SOUTHWEST SECONDARY LEARNING CENTER,3500137,st_leaid,531,SOUTHWEST SECONDARY LEARNING CENTER,2024,
NM,532,ALDO LEOPOLD CHARTER,3500138,st_leaid,532,ALDO LEOPOLD CHARTER,2024,
NM,536,THE GREAT ACADEMY,3500142,st_leaid,536,THE GREAT ACADEMY,2024,
NM,542,MISSION ACHIEVEMENT AND SUCCESS,3500148,st_leaid,542,MISSION ACHIEVEMENT AND SUCCESS,2024,
NM,544,SW AERONAUTICS MATHEMATICS AND SCIENCE A,3500151,st_leaid,544,SW AERONAUTICS MATHEMATICS AND SCIENCE ACADEMY,2024,
NM,547,MCCURDY CHARTER SCHOOL,3500153,st_leaid,547,MCCURDY CHARTER SCHOOL,2024,
NM,549,NEW AMERICA SCHOOL - LAS CRUCES,3500156,st_leaid,549,NEW AMERICA SCHOOL - LAS CRUCES,2024,
NM,550,ESTANCIA VALLEY CLASSICAL ACADEMY,3500152,st_leaid,550,ESTANCIA VALLEY CLASSICAL ACADEMY,2024,
NM,552,WALATOWA CHARTER HIGH,3500158,st_leaid,552,WALATOWA CHARTER HIGH,2024,
NM,554,NEW MEXICO CONNECTIONS ACADEMY,3500160,st_leaid,554,NEW MEXICO CONNECTIONS ACADEMY,2024,
NM,557,EXPLORE ACADEMY,3500167,st_leaid,557,EXPLORE ACADEMY,2024,
NM,562,DZIT DIT LOOL SCHOOL OF EMPOWERMENT ACTI,3500174,st_leaid,562,DZIT DIT LOOL SCHOOL OF EMPOWERMENT ACTION AND PERSEVERANCE,2024,
NM,564,MONTE DEL SOL CHARTER,3500170,st_leaid,564,MONTE DEL SOL CHARTER,2024,
NM,565,TIERRA ENCANTADA CHARTER SCHOOL,3500173,st_leaid,565,TIERRA ENCANTADA CHARTER SCHOOL,2024,
NM,567,LAS MONTANAS CHARTER,3500168,st_leaid,567,LAS MONTANAS CHARTER,2024,
NM,568,SIX DIRECTIONS INDIGENOUS SCHOOL,3500177,st_leaid,568,SIX DIRECTIONS INDIGENOUS SCHOOL,2024,
NM,573,HOZHO ACADEMY,3500179,st_leaid,573,HOZHO ACADEMY,2024,
NM,578,MIDDLE COLLEGE HIGH,3500186,st_leaid,578,MIDDLE COLLEGE HIGH SCHOOL CHARTER - GALLUP,2024,
NM,581,EXPLORE ACADEMY - LAS CRUCES,3500188,st_leaid,581,EXPLORE ACADEMY LAS CRUCES,2024,
NM,584,INDEPENDENT NEW MEXICO STATE CHARTER,3502801,st_leaid,584,PECOS CYBER ACADEMY,2024,
NM,585,VISTA GRANDE CHARTER HIGH SCHOOL,3502802,st_leaid,585,VISTA GRANDE HIGH SCHOOL,2024,
NV,01,Churchill,3200030,st_leaid,01,Churchill,2024,
NV,02,Clark,3200060,st_leaid,02,Clark County,2024,
NV,03,Douglas,3200090,st_leaid,03,Douglas,2024,
NV,04,Elko,3200120,st_leaid,04,Elko,2024,
NV,05,Esmeralda,3200150,st_leaid,05,Esmeralda,2024,
NV,06,Eureka,3200180,st_leaid,06,Eureka,2024,
NV,07,Humboldt,3200210,st_leaid,07,Humboldt,2024,
NV,08,Lander,3200240,st_leaid,08,Lander,2024,
NV,09,Lincoln,3200270,st_leaid,09,Lincoln,2024,
NV,10,Lyon,3200300,st_leaid,10,Lyon,2024,
NV,11,Mineral,3200330,st_leaid,11,Mineral,2024,
NV,12,Nye,3200360,st_leaid,12,Nye,2024,
NV,13,Carson City,3200390,st_leaid,13,Carson City,2024,
NV,14,Pershing,3200420,st_leaid,14,Pershing,2024,
NV,15,Storey,3200450,st_leaid,15,Storey,2024,
NV,16,Washoe,3200480,st_leaid,16,Washoe County,2024,
NV,17,White Pine,3200510,st_leaid,17,White Pine County School District,2024,
NV,18,State Charters,3200001,st_leaid,18,State Sponsored Charter Schools,2024,
NV,19,University,3200021,st_leaid,19,Davidson Academy,2024,
NV,20,Correctional,3200023,st_leaid,20,Correctional School District,2024,
NY,010100010000,ALBANY CITY SD,3602460,st_leaid,010100010000,ALBANY CITY SCHOOL DISTRICT,2024,
NY,010201040000,BERNE-KNOX-WESTERLO CSD,3604650,st_leaid,010201040000,BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT,2024,
NY,010306060000,BETHLEHEM CSD,3604710,st_leaid,010306060000,BETHLEHEM CENTRAL SCHOOL DISTRICT,2024,
NY,010402060000,RAVENA-COEYMANS-SELKIRK CSD,3624150,st_leaid,010402060000,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,2024,
NY,010500010000,COHOES CITY SD,3607980,st_leaid,010500010000,COHOES CITY SCHOOL DISTRICT,2024,
NY,010601060000,SOUTH COLONIE CSD,3627210,st_leaid,010601060000,SOUTH COLONIE CENTRAL SCHOOL DISTRICT,2024,
NY,010615020000,MENANDS UFSD,3618990,st_leaid,010615020000,MENANDS UNION FREE SCHOOL DISTRICT,2024,
NY,010623060000,NORTH COLONIE CSD,3621000,st_leaid,010623060000,NORTH COLONIE CSD,2024,
NY,010701030000,GREEN ISLAND UFSD,3612660,st_leaid,010701030000,GREEN ISLAND UNION FREE SCHOOL DISTRICT,2024,
NY,010802060000,GUILDERLAND CSD,3613080,st_leaid,010802060000,GUILDERLAND CENTRAL SCHOOL DISTRICT,2024,
NY,011003060000,VOORHEESVILLE CSD,3629670,st_leaid,011003060000,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,2024,
NY,011200010000,WATERVLIET CITY SD,3630210,st_leaid,011200010000,WATERVLIET CITY SCHOOL DISTRICT,2024,
NY,020101040000,ALFRED-ALMOND CSD,3602700,st_leaid,020101040000,ALFRED-ALMOND CENTRAL SCHOOL DISTRICT,2024,
NY,020601040000,ANDOVER CSD,3603030,st_leaid,020601040000,ANDOVER CENTRAL SCHOOL DISTRICT,2024,
NY,020702040000,GENESEE VALLEY CSD,3600017,st_leaid,020702040000,GENESEE VALLEY CENTRAL SCHOOL DISTRICT,2024,
NY,020801040000,BELFAST CSD,3604350,st_leaid,020801040000,BELFAST CENTRAL SCHOOL DISTRICT,2024,
NY,021102040000,CANASERAGA CSD,3606360,st_leaid,021102040000,CANASERAGA CENTRAL SCHOOL DISTRICT,2024,
NY,021601040000,FRIENDSHIP CSD,3611640,st_leaid,021601040000,FRIENDSHIP CENTRAL SCHOOL DISTRICT,2024,
NY,022001040000,FILLMORE CSD,3611070,st_leaid,022001040000,FILLMORE CENTRAL SCHOOL DISTRICT,2024,
NY,022101040000,WHITESVILLE CSD,3631350,st_leaid,022101040000,WHITESVILLE CENTRAL SCHOOL DISTRICT,2024,
NY,022302040000,CUBA-RUSHFORD CSD,3632010,st_leaid,022302040000,CUBA-RUSHFORD CENTRAL SCHOOL DISTRICT,2024,
NY,022401040000,SCIO CSD,3626190,st_leaid,022401040000,SCIO CENTRAL SCHOOL DISTRICT,2024,
NY,022601060000,WELLSVILLE CSD,3630480,st_leaid,022601060000,WELLSVILLE CENTRAL SCHOOL DISTRICT,2024,
NY,022902040000,BOLIVAR-RICHBURG CSD,3600012,st_leaid,022902040000,BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT,2024,
NY,030101060000,CHENANGO FORKS CSD,3607260,st_leaid,030101060000,CHENANGO FORKS CENTRAL SCHOOL DISTRICT,2024,
NY,030200010000,BINGHAMTON CITY SD,3604870,st_leaid,030200010000,BINGHAMTON CITY SCHOOL DISTRICT,2024,
NY,030501040000,HARPURSVILLE CSD,3613710,st_leaid,030501040000,HARPURSVILLE CENTRAL SCHOOL DISTRICT,2024,
NY,030601060000,SUSQUEHANNA VALLEY CSD,3628380,st_leaid,030601060000,SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,2024,
NY,030701060000,CHENANGO VALLEY CSD,3607290,st_leaid,030701060000,CHENANGO VALLEY CENTRAL SCHOOL DISTRICT,2024,
NY,031101060000,MAINE-ENDWELL CSD,3618150,st_leaid,031101060000,MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,2024,
NY,031301040000,DEPOSIT CSD,3609060,st_leaid,031301040000,DEPOSIT CENTRAL SCHOOL DISTRICT,2024,
NY,031401060000,WHITNEY POINT CSD,3631380,st_leaid,031401060000,WHITNEY POINT CENTRAL SCHOOL DISTRICT,2024,
