state,sy_end,dataset,manifest_status,mapping_status,file_name,sheet_or_table,district_rows,district_id_col,subgroup_col,subgroup_black,subgroup_hispanic,subgroup_white,subject_col,subject_math,subject_rla,grade_col,hs_grade_or_course,tested_count_col,proficiency_rate_col,proficient_levels,suppression_symbols,notes
MO,2025,hs_reportcard_mo,hs_reportcard_mo=archived,mapped,hs_reportcards/MO/2025 District_content area and grade all and disag.xlsx,sheet Sheet1 (DESE MCDS district file),SUMMARY_LEVEL = District (every row; SCHOOL_CODE 0),COUNTY_DISTRICT (DESE 6-digit county-district code; printed without the leading zero from 2022 except 2023),TYPE (CATEGORY = Race/Ethnicity),Black (not Hispanic),Hispanic,White (not Hispanic),CONTENT_AREA,Mathematics,Eng. Language Arts,GRADE_LEVEL,"A1 (Algebra I end-of-course) and E2 (English II end-of-course), any grade",REPORTABLE (ACCOUNTABLE also printed),PROFICIENT_PCT + ADVANCED_PCT,Proficient + Advanced,*,A '*' in PROFICIENT_PCT or ADVANCED_PCT (a small cell) leaves the sum unknown even when the other is printed; PROFICIENT + ADVANCED counts over REPORTABLE give the same rate when both counts are printed.
NC,2022,hs_reportcard_nc_disag,hs_reportcard_nc_disag=archived,mapped,hs_reportcards/NC/Disag_2021-22.zip,tab-delimited Disag_YYYY-YY_Data.txt in the zip (layout in the Description pdf),school_code ending LEA (e.g. 010LEA); charter schools are separate school codes,school_code (NCDPI 3-digit LEA code + 'LEA'),subgroup,BLCK,HISP,WHTE,subject,M1 (NC Math 1; M3 also printed),E2 (English II),grade,"EOC (end-of-course NC Math 1 and English II, any grade); type = ALL (regular RG plus NCEXTEND1 X1)",num_tested,pct_glp,Levels 3-5 (Grade Level Proficient); pct_ccr (Levels 4-5) is printed but not used,<5 ; >95 ; groups under 10 omitted,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): proficiency is Level 3 and up (pct_glp)."
NC,2023,hs_reportcard_nc_disag,hs_reportcard_nc_disag=archived,mapped,hs_reportcards/NC/Disag_2022-23.zip,tab-delimited Disag_YYYY-YY_Data.txt in the zip (layout in the Description pdf),school_code ending LEA (e.g. 010LEA); charter schools are separate school codes,school_code (NCDPI 3-digit LEA code + 'LEA'),subgroup,BLCK,HISP,WHTE,subject,M1 (NC Math 1; M3 also printed),E2 (English II),grade,"EOC (end-of-course NC Math 1 and English II, any grade); type = ALL (regular RG plus NCEXTEND1 X1)",num_tested,pct_glp,Levels 3-5 (Grade Level Proficient); pct_ccr (Levels 4-5) is printed but not used,<5 ; >95 ; groups under 10 omitted,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): proficiency is Level 3 and up (pct_glp)."
NC,2024,hs_reportcard_nc_disag,hs_reportcard_nc_disag=archived,mapped,hs_reportcards/NC/Disag_2023-24.zip,tab-delimited Disag_YYYY-YY_Data.txt in the zip (layout in the Description pdf),school_code ending LEA (e.g. 010LEA); charter schools are separate school codes,school_code (NCDPI 3-digit LEA code + 'LEA'),subgroup,BLCK,HISP,WHTE,subject,M1 (NC Math 1; M3 also printed),E2 (English II),grade,"EOC (end-of-course NC Math 1 and English II, any grade); type = ALL (regular RG plus NCEXTEND1 X1)",num_tested,pct_glp,Levels 3-5 (Grade Level Proficient); pct_ccr (Levels 4-5) is printed but not used,<5 ; >95 ; groups under 10 omitted,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): proficiency is Level 3 and up (pct_glp)."
NC,2025,hs_reportcard_nc_disag,hs_reportcard_nc_disag=archived,mapped,hs_reportcards/NC/Disag_2024-25.zip,tab-delimited Disag_YYYY-YY_Data.txt in the zip (layout in the Description pdf),school_code ending LEA (e.g. 010LEA); charter schools are separate school codes,school_code (NCDPI 3-digit LEA code + 'LEA'),subgroup,BLCK,HISP,WHTE,subject,M1 (NC Math 1; M3 also printed),E2 (English II),grade,"EOC (end-of-course NC Math 1 and English II, any grade); type = ALL (regular RG plus NCEXTEND1 X1)",num_tested,pct_glp,Levels 3-5 (Grade Level Proficient); pct_ccr (Levels 4-5) is printed but not used,<5 ; >95 ; groups under 10 omitted,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): proficiency is Level 3 and up (pct_glp)."
ND,2022,hs_reportcard_nd_assessment,hs_reportcard_nd_assessment=archived,mapped,hs_reportcards/ND/10006_6_csv_2021-2022.csv,"csv (NDDPI Insights assessment export); the 2022-2024 files open with an HTML download stub, the header row follows it","InstitutionID of 5 digits (county 2 + district 3, e.g. 08001); 10-digit ids are schools",InstitutionID (NDDPI county-district code),Subgroup,Black,Hispanic,White,Subject,Math,Reading,Grade,"10 (NDSA; AssessmentType = Comp, regular plus alternate; Accomodations = All)",(none),ProficientRangeLow + AdvancedRangeLow .. ProficientRangeHigh + AdvancedRangeHigh (proportions; the summed range),Proficient + Advanced,"every level is published as a range (RangeLow, RangeHigh): exact where low = high, otherwise bands of 5 or 10 points","Grade 11 rows are the districts that used the ACT locally (test_replacement.csv: MIXED). Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the ranged proficiency levels follow the Run 1 range rule: the proficiency share is the range from the sum of the two lower endpoints to the sum of the two upper endpoints, with width and midpoint taken from those printed endpoints; it enters at the midpoint when the width is 10 points or less and is missing otherwise; an exact level (low = high) has width 0. No tested count."
ND,2023,hs_reportcard_nd_assessment,hs_reportcard_nd_assessment=archived,mapped,hs_reportcards/ND/10006_6_csv_2022-2023.csv,"csv (NDDPI Insights assessment export); the 2022-2024 files open with an HTML download stub, the header row follows it","InstitutionID of 5 digits (county 2 + district 3, e.g. 08001); 10-digit ids are schools",InstitutionID (NDDPI county-district code),Subgroup,Black,Hispanic,White,Subject,Math,Reading,Grade,"10 (NDSA; AssessmentType = Comp, regular plus alternate; Accomodations = All)",(none),ProficientRangeLow + AdvancedRangeLow .. ProficientRangeHigh + AdvancedRangeHigh (proportions; the summed range),Proficient + Advanced,"every level is published as a range (RangeLow, RangeHigh): exact where low = high, otherwise bands of 5 or 10 points","Grade 11 rows are the districts that used the ACT locally (test_replacement.csv: MIXED). Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the ranged proficiency levels follow the Run 1 range rule: the proficiency share is the range from the sum of the two lower endpoints to the sum of the two upper endpoints, with width and midpoint taken from those printed endpoints; it enters at the midpoint when the width is 10 points or less and is missing otherwise; an exact level (low = high) has width 0. No tested count."
ND,2024,hs_reportcard_nd_assessment,hs_reportcard_nd_assessment=archived,mapped,hs_reportcards/ND/10006_6_csv_2023-2024.csv,"csv (NDDPI Insights assessment export); the 2022-2024 files open with an HTML download stub, the header row follows it","InstitutionID of 5 digits (county 2 + district 3, e.g. 08001); 10-digit ids are schools",InstitutionID (NDDPI county-district code),Subgroup,Black,Hispanic,White,Subject,Math,Reading,Grade,"10 (NDSA; AssessmentType = Comp, regular plus alternate; Accomodations = All)",(none),ProficientRangeLow + AdvancedRangeLow .. ProficientRangeHigh + AdvancedRangeHigh (proportions; the summed range),Proficient + Advanced,"every level is published as a range (RangeLow, RangeHigh): exact where low = high, otherwise bands of 5 or 10 points","Grade 11 rows are the districts that used the ACT locally (test_replacement.csv: MIXED). Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the ranged proficiency levels follow the Run 1 range rule: the proficiency share is the range from the sum of the two lower endpoints to the sum of the two upper endpoints, with width and midpoint taken from those printed endpoints; it enters at the midpoint when the width is 10 points or less and is missing otherwise; an exact level (low = high) has width 0. No tested count."
ND,2025,hs_reportcard_nd_assessment,hs_reportcard_nd_assessment=archived,mapped,hs_reportcards/ND/hs_ND_2025_all.csv,"csv (NDDPI Insights assessment export); the 2022-2024 files open with an HTML download stub, the header row follows it","InstitutionID of 5 digits (county 2 + district 3, e.g. 08001); 10-digit ids are schools",InstitutionID (NDDPI county-district code),Subgroup,Black,Hispanic,White,Subject,Math,Reading,Grade,10 (ND A+ Summative; AssessmentType = Comp),(none),ProficientRangeLow + AdvancedRangeLow .. ProficientRangeHigh + AdvancedRangeHigh (proportions; the summed range),Proficient + Advanced,"every level is published as a range (RangeLow, RangeHigh): exact where low = high, otherwise bands of 5 or 10 points","No grade 11 rows: the locally selected ACT option ended after 2023-24. Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the ranged proficiency levels follow the Run 1 range rule: the proficiency share is the range from the sum of the two lower endpoints to the sum of the two upper endpoints, with width and midpoint taken from those printed endpoints; it enters at the midpoint when the width is 10 points or less and is missing otherwise; an exact level (low = high) has width 0. No tested count."
NE,2022,hs_reportcard_ne_math; hs_reportcard_ne_rla,hs_reportcard_ne_math=archived; hs_reportcard_ne_rla=archived,mapped,hs_reportcards/NE/hs_NE_2022_math.csv | hs_reportcards/NE/hs_NE_2022_ela.csv,"csv (NDE export, one file per subject)",Level = DI (every row),COUNTY + DISTRICT,SUBGROUP_DESCRIPTION,Black or African American,Hispanic,White,SUBJECT (file),MATHEMATICS,ENGLISH LANGUAGE ARTS,(none),"Grade 11 (ACT, third-year cohort)",TESTED_COUNT,ON_TRACK_PERCENT + ACT_BENCHMARK_PERCENT (proportions),On Track + ACT Benchmark (NDE proficient; checked against the statewide rates),-1 (masked count or percent),A masked On Track or Benchmark cell leaves the sum unknown; 100 minus DevelopingPercent gives the same share when Developing is printed.
NE,2023,hs_reportcard_ne_math; hs_reportcard_ne_rla,hs_reportcard_ne_math=archived; hs_reportcard_ne_rla=archived,mapped,hs_reportcards/NE/hs_NE_2023_math.csv | hs_reportcards/NE/hs_NE_2023_ela.csv,"csv (NDE export, one file per subject)",Level = DI (every row),COUNTY + DISTRICT,SUBGROUP_DESCRIPTION,Black or African American,Hispanic,White,SUBJECT (file),MATHEMATICS,ENGLISH LANGUAGE ARTS,(none),"Grade 11 (ACT, third-year cohort)",TESTED_COUNT,ON_TRACK_PERCENT + ACT_BENCHMARK_PERCENT (proportions),On Track + ACT Benchmark (NDE proficient; checked against the statewide rates),-1 (masked count or percent),A masked On Track or Benchmark cell leaves the sum unknown; 100 minus DevelopingPercent gives the same share when Developing is printed.
NE,2024,hs_reportcard_ne_math; hs_reportcard_ne_rla,hs_reportcard_ne_math=archived; hs_reportcard_ne_rla=archived,mapped,hs_reportcards/NE/hs_NE_2024_math.csv | hs_reportcards/NE/hs_NE_2024_ela.csv,"csv (NDE export, one file per subject)",Level = DI (every row),County + District (NDE 2-digit county + 4-digit district),SubgroupDescription,Black or African American,Hispanic,White,Subject (file),Mathematics,English Language Arts,Grade (ALL),"Grade 11 (ACT, third-year cohort)",TestedCount,OnTrackPercent + ACTBenchmarkPercent,On Track + ACT Benchmark (NDE proficient; checked against the statewide rates),* ; NA,A masked On Track or Benchmark cell leaves the sum unknown; 100 minus DevelopingPercent gives the same share when Developing is printed.
NE,2025,hs_reportcard_ne_math; hs_reportcard_ne_rla,hs_reportcard_ne_math=archived; hs_reportcard_ne_rla=archived,mapped,hs_reportcards/NE/hs_NE_2025_math.csv | hs_reportcards/NE/hs_NE_2025_ela.csv,"csv (NDE export, one file per subject)",Level = DI (every row),County + District (NDE 2-digit county + 4-digit district),SubgroupDescription,Black or African American,Hispanic,White,Subject (file),Mathematics,English Language Arts,Grade (ALL),"Grade 11 (ACT, third-year cohort)",TestedCount,OnTrackPercent + AdvancedPercent,On Track + Advanced (the 2025 file renames ACT Benchmark as Advanced),* ; NA,A masked On Track or Benchmark cell leaves the sum unknown; 100 minus DevelopingPercent gives the same share when Developing is printed.
NH,2022,hs_reportcard_nh_disaggregated,hs_reportcard_nh_disaggregated=archived,mapped,hs_reportcards/NH/assessment22.csv,csv (NH DOE iPlatform disaggregated assessment file),Level of Data = District Level; DenominatorType = Regular,District (name only; no district code is printed),Subgroup,Black,Hispanic,White,Subject,mat,rea,Grade,11 (SAT School Day in mathematics and reading),"Total FAY Students (printed as a 5-student band, e.g. '30 - 35'; the 30 floor is applied to the band's lower bound)",Above prof% (lvl 3&4),Level 3 + Level 4,* n < 11 ; * n< 11 ; < 10 % ; > 90 % ; Not available,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the banded tested count passes the 30-student floor on the band's lower bound. Districts must be matched to NCES ids by name."
NH,2023,hs_reportcard_nh_disaggregated,hs_reportcard_nh_disaggregated=archived,mapped,hs_reportcards/NH/disaggregateddata2023.csv,csv (NH DOE iPlatform disaggregated assessment file),Level of Data = District Level; DenominatorType = Regular,District (name only; no district code is printed),Subgroup,Black,Hispanic,White,Subject,mat,rea,Grade,11 (SAT School Day in mathematics and reading),"Total FAY Students (printed as a 5-student band, e.g. '30 - 35'; the 30 floor is applied to the band's lower bound)",Above prof% (lvl 3&4),Level 3 + Level 4,* n < 11 ; * n< 11 ; < 10 % ; > 90 % ; Not available,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the banded tested count passes the 30-student floor on the band's lower bound. Districts must be matched to NCES ids by name."
NH,2024,hs_reportcard_nh_disaggregated,hs_reportcard_nh_disaggregated=archived,mapped,hs_reportcards/NH/disaggdata2024-1_0.csv,csv (NH DOE iPlatform disaggregated assessment file),Level of Data = District Level; DenominatorType = Regular,District (name only; no district code is printed),Subgroup,Black,Hispanic,White,Subject,mat,rea,Grade,11 (SAT School Day in mathematics and reading),"Total FAY Students (printed as a 5-student band, e.g. '30 - 35'; the 30 floor is applied to the band's lower bound)",Above prof% (lvl 3&4),Level 3 + Level 4,* n < 11 ; * n< 11 ; < 10 % ; > 90 % ; Not available,"Grade printed with a leading zero for grades 3-8 (11 unchanged). Digital SAT. Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the banded tested count passes the 30-student floor on the band's lower bound. Districts must be matched to NCES ids by name."
NH,2025,hs_reportcard_nh_disaggregated,hs_reportcard_nh_disaggregated=archived,mapped,hs_reportcards/NH/publicdatadisaggregated1_0.csv,csv (NH DOE iPlatform disaggregated assessment file),Level of Data = District Level; DenominatorType = Regular,District (name only; no district code is printed),Subgroup,Black,Hispanic,White,Subject,mat,rea,Grade,11 (SAT School Day in mathematics and reading),"Total FAY Students (printed as a 5-student band, e.g. '30 - 35'; the 30 floor is applied to the band's lower bound)",Above prof% (lvl 3&4),Level 3 + Level 4,* n < 11 ; * n< 11 ; < 10 % ; > 90 % ; Not available,"Subgroup values carry trailing spaces. Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): the banded tested count passes the 30-student floor on the band's lower bound. Districts must be matched to NCES ids by name."
NJ,2022,"hs_reportcard_nj_njsla_alg01; hs_reportcard_nj_njsla_ela09 (hs_reportcard_nj_njgpa_math, hs_reportcard_nj_njgpa_ela not used)",hs_reportcard_nj_njgpa_ela=archived; hs_reportcard_nj_njgpa_math=archived; hs_reportcard_nj_njsla_alg01=archived; hs_reportcard_nj_njsla_ela09=archived,mapped,hs_reportcards/NJ/ALG01_NJSLA_DATA_2021-22.xlsx | hs_reportcards/NJ/ELA09_NJSLA_DATA_2021-22.xlsx,sheet ALG01 (Algebra I workbook) and sheet ELA09 (ELA grade 9 workbook); header row 3,School Name = District Total (School Code blank),County Code + District Code (NJDOE 2 + 4 digits),Subgroup Type (Subgroup = Race/Ethnicity),African American,Hispanic,White,(workbook),ALG01 NJSLA (Algebra I),ELA09 NJSLA (ELA grade 9),(none; Subgroup = Grade rows give grade of enrollment),NJSLA Algebra I (any grade) and NJSLA ELA grade 9; the NJGPA grade 11 workbooks are not used,Valid Scores,L4 Percent + L5 Percent,Level 4 (Met Expectations) + Level 5 (Exceeded Expectations),*,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): reading/language arts is the grade 9 NJSLA (ELA09), not the NJGPA. Four manifest datasets per year; the NJGPA files (graduation proficiency test, grade 11) are archived but are not the NJSLA result named in test_replacement.csv."
NJ,2023,"hs_reportcard_nj_njsla_alg01; hs_reportcard_nj_njsla_ela09 (hs_reportcard_nj_njgpa_math, hs_reportcard_nj_njgpa_ela not used)",hs_reportcard_nj_njgpa_ela=archived; hs_reportcard_nj_njgpa_math=archived; hs_reportcard_nj_njsla_alg01=archived; hs_reportcard_nj_njsla_ela09=archived,mapped,hs_reportcards/NJ/ALG01_NJSLA_DATA_2022-23.xlsx | hs_reportcards/NJ/ELA09_NJSLA_DATA_2022-23.xlsx,sheet ALG01 (Algebra I workbook) and sheet ELA09 (ELA grade 9 workbook); header row 3,School Name = District Total (School Code blank),County Code + District Code (NJDOE 2 + 4 digits),Subgroup Type (Subgroup = Race/Ethnicity),African American,Hispanic,White,(workbook),ALG01 NJSLA (Algebra I),ELA09 NJSLA (ELA grade 9),(none; Subgroup = Grade rows give grade of enrollment),NJSLA Algebra I (any grade) and NJSLA ELA grade 9; the NJGPA grade 11 workbooks are not used,Valid Scores,L4 Percent + L5 Percent,Level 4 (Met Expectations) + Level 5 (Exceeded Expectations),*,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): reading/language arts is the grade 9 NJSLA (ELA09), not the NJGPA. Four manifest datasets per year; the NJGPA files (graduation proficiency test, grade 11) are archived but are not the NJSLA result named in test_replacement.csv."
NJ,2024,"hs_reportcard_nj_njsla_alg01; hs_reportcard_nj_njsla_ela09 (hs_reportcard_nj_njgpa_math, hs_reportcard_nj_njgpa_ela not used)",hs_reportcard_nj_njgpa_ela=archived; hs_reportcard_nj_njgpa_math=archived; hs_reportcard_nj_njsla_alg01=archived; hs_reportcard_nj_njsla_ela09=archived,mapped,hs_reportcards/NJ/ALG01_NJSLA_DATA_2023-24.xlsx | hs_reportcards/NJ/ELA09_NJSLA_DATA_2023-24.xlsx,sheet ALG01 (Algebra I workbook) and sheet ELA09 (ELA grade 9 workbook); header row 3,School Name = District Total (School Code blank),County Code + District Code (NJDOE 2 + 4 digits),Subgroup Type (Subgroup = Race/Ethnicity),African American,Hispanic,White,(workbook),ALG01 NJSLA (Algebra I),ELA09 NJSLA (ELA grade 9),(none; Subgroup = Grade rows give grade of enrollment),NJSLA Algebra I (any grade) and NJSLA ELA grade 9; the NJGPA grade 11 workbooks are not used,Valid Scores,L4 Percent + L5 Percent,Level 4 (Met Expectations) + Level 5 (Exceeded Expectations),*,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): reading/language arts is the grade 9 NJSLA (ELA09), not the NJGPA. Four manifest datasets per year; the NJGPA files (graduation proficiency test, grade 11) are archived but are not the NJSLA result named in test_replacement.csv."
NJ,2025,"hs_reportcard_nj_njsla_alg01; hs_reportcard_nj_njsla_ela09 (hs_reportcard_nj_njgpa_math, hs_reportcard_nj_njgpa_ela not used)",hs_reportcard_nj_njgpa_ela=archived; hs_reportcard_nj_njgpa_math=archived; hs_reportcard_nj_njsla_alg01=archived; hs_reportcard_nj_njsla_ela09=archived,mapped,hs_reportcards/NJ/ALG01 NJSLA DATA 2024-25.xlsx | hs_reportcards/NJ/ELA09 NJSLA DATA 2024-25.xlsx,sheet ALG01 (Algebra I workbook) and sheet ELA09 (ELA grade 9 workbook); header row 3,School Name = District Total (School Code blank),County Code + District Code (NJDOE 2 + 4 digits),Subgroup Type (Subgroup = Race/Ethnicity),Black or African American,Hispanic,White,(workbook),ALG01 NJSLA (Algebra I),ELA09 NJSLA (ELA grade 9),(none; Subgroup = Grade rows give grade of enrollment),NJSLA Algebra I (any grade) and NJSLA ELA grade 9; the NJGPA grade 11 workbooks are not used,Valid Scores,L4 Percent + L5 Percent,Level 4 (Met Expectations) + Level 5 (Exceeded Expectations),*,"Author decision 2026-09-16 (docs/deviations_run2.md, Section 4): reading/language arts is the grade 9 NJSLA (ELA09), not the NJGPA. Four manifest datasets per year; the NJGPA files (graduation proficiency test, grade 11) are archived but are not the NJSLA result named in test_replacement.csv."
NM,2022,hs_reportcard_nm_math; hs_reportcard_nm_rla,hs_reportcard_nm_math=archived; hs_reportcard_nm_rla=archived,mapped,hs_reportcards/NM/MATH-Proficiency-By-Assessment-SY-2021-2022-Masked.csv | hs_reportcards/NM/Language-Arts-Proficiency-By-Assessment-SY-2021-2022-Masked.csv,"csv (NMPED proficiency by assessment, masked; one file per subject)",Level = District,DistrictCode (NMPED district code),Demographic,Black,Hispanic,White,SubTest (file),MATH,ELA (LA from 2024),Grade (with Test),"Grade 11, Test = SAT (SAT School Day); DLM grade 11 rows are the alternate assessment",StudentTotal_Masked,ProficiencyRate_Masked (ProficientN_Masked / StudentTotal_Masked),Performance levels 3 + 4 (NMPED SAT School Day achievement levels),* ; ^ ; ≤ 5% ; ≤ 10% ; ≤ 20% ; ≥ 80% ; ≥ 90% ; ≥ 95%,"SAT and DLM grade 11 rows are separate; pooling them as EDFacts does needs both counts, which are often masked. Rates like '≤ 20%' are one-sided ranges wider than 10 points and are missing under Section 5."
NM,2023,hs_reportcard_nm_math; hs_reportcard_nm_rla,hs_reportcard_nm_math=archived; hs_reportcard_nm_rla=archived,mapped,hs_reportcards/NM/MATH-Proficiency-By-Assessment-SY-2022-2023-Masked.csv | hs_reportcards/NM/Language-Arts-Proficiency-By-Assessment-SY-2022-2023-Masked.csv,"csv (NMPED proficiency by assessment, masked; one file per subject)",Level = District,DistrictCode (NMPED district code),Demographic,Black,Hispanic,White,SubTest (file),MATH,ELA (LA from 2024),Grade (with Test),"Grade 11, Test = SAT (SAT School Day); DLM grade 11 rows are the alternate assessment",StudentTotal_Masked,ProficiencyRate_Masked (ProficientN_Masked / StudentTotal_Masked),Performance levels 3 + 4 (NMPED SAT School Day achievement levels),* ; ^ ; ≤ 5% ; ≤ 10% ; ≤ 20% ; ≥ 80% ; ≥ 90% ; ≥ 95%,"SAT and DLM grade 11 rows are separate; pooling them as EDFacts does needs both counts, which are often masked. Rates like '≤ 20%' are one-sided ranges wider than 10 points and are missing under Section 5."
NM,2024,hs_reportcard_nm_math; hs_reportcard_nm_rla,hs_reportcard_nm_math=archived; hs_reportcard_nm_rla=archived,mapped,hs_reportcards/NM/MATH-Proficiency-By-Assessment-SY-2023-2024-Masked.csv | hs_reportcards/NM/Language-Arts-Proficiency-By-Assessment-SY-2023-2024-Masked.csv,"csv (NMPED proficiency by assessment, masked; one file per subject)",Level = District,DistrictCode (NMPED district code),Demographic,Black,Hispanic,White,SubTest (file),MATH,ELA (LA from 2024),Grade (with Test),"Grade 11, Test = SAT (SAT School Day); DLM grade 11 rows are the alternate assessment",StudentTotal_Masked,ProficiencyRate_Masked (ProficientN_Masked / StudentTotal_Masked),Performance levels 3 + 4 (NMPED SAT School Day achievement levels),* ; ^ ; ≤ 5% ; ≤ 10% ; ≤ 20% ; ≥ 80% ; ≥ 90% ; ≥ 95%,"SAT and DLM grade 11 rows are separate; pooling them as EDFacts does needs both counts, which are often masked. Rates like '≤ 20%' are one-sided ranges wider than 10 points and are missing under Section 5."
NM,2025,hs_reportcard_nm_math; hs_reportcard_nm_rla,hs_reportcard_nm_math=archived; hs_reportcard_nm_rla=archived,mapped,hs_reportcards/NM/MATH-Proficiency-By-Assessment-SY-2024-2025-Masked.csv | hs_reportcards/NM/Language-Arts-Proficiency-By-Assessment-SY-2024-2025-Masked.csv,"csv (NMPED proficiency by assessment, masked; one file per subject)",Level = District,DistrictCode (NMPED district code),Demographic,Black,Hispanic,White,SubTest (file),MATH,ELA (LA from 2024),Grade (with Test),"Grade 11, Test = SAT (SAT School Day); DLM grade 11 rows are the alternate assessment",StudentTotal_Masked,ProficiencyRate_Masked (ProficientN_Masked / StudentTotal_Masked),Performance levels 3 + 4 (NMPED SAT School Day achievement levels),* ; ^ ; ≤ 5% ; ≤ 10% ; ≤ 20% ; ≥ 80% ; ≥ 90% ; ≥ 95%,"SAT and DLM grade 11 rows are separate; pooling them as EDFacts does needs both counts, which are often masked. Rates like '≤ 20%' are one-sided ranges wider than 10 points and are missing under Section 5."
NV,2022,hs_reportcard_nv_ccr_group_summary,hs_reportcard_nv_ccr_group_summary=archived; hs_reportcard_nv_ccr_group_summary=archived,mapped,hs_reportcards/NV/hs_NV_2022_math.csv | hs_reportcards/NV/hs_NV_2022_ela.csv,"csv (Nevada Report Card Group Summary Report, CCR Grade 11 High School ELA/Math, one file per subject); header row 4","Organization Code 01-17 (county districts) and 18-20 (State Charters, University, Correctional); 00 is the state. The first row of each organization carries its name in Group (all students); the race rows follow",Organization Code (NDE 2-digit district code),Group,Black,Hispanic,White,(file: _math / _ela),hs_NV_2022_math.csv,hs_NV_2022_ela.csv,(none; report title),Grade 11 (CCR high school assessment),Mathematics - Number Tested / ELA - Number Tested,Mathematics - % Proficient / ELA - % Proficient,Meets Standard + Exceeds Standard (published % Proficient),- ; -- ; <5 ; >95,
NV,2023,hs_reportcard_nv_ccr_group_summary,hs_reportcard_nv_ccr_group_summary=archived; hs_reportcard_nv_ccr_group_summary=archived,mapped,hs_reportcards/NV/hs_NV_2023_math.csv | hs_reportcards/NV/hs_NV_2023_ela.csv,"csv (Nevada Report Card Group Summary Report, CCR Grade 11 High School ELA/Math, one file per subject); header row 4","Organization Code 01-17 (county districts) and 18-20 (State Charters, University, Correctional); 00 is the state. The first row of each organization carries its name in Group (all students); the race rows follow",Organization Code (NDE 2-digit district code),Group,Black,Hispanic,White,(file: _math / _ela),hs_NV_2023_math.csv,hs_NV_2023_ela.csv,(none; report title),Grade 11 (CCR high school assessment),Mathematics - Number Tested / ELA - Number Tested,Mathematics - % Proficient / ELA - % Proficient,Meets Standard + Exceeds Standard (published % Proficient),- ; -- ; <5 ; >95,
NV,2024,hs_reportcard_nv_ccr_group_summary,hs_reportcard_nv_ccr_group_summary=archived; hs_reportcard_nv_ccr_group_summary=archived,mapped,hs_reportcards/NV/hs_NV_2024_math.csv | hs_reportcards/NV/hs_NV_2024_ela.csv,"csv (Nevada Report Card Group Summary Report, CCR Grade 11 High School ELA/Math, one file per subject); header row 4","Organization Code 01-17 (county districts) and 18-20 (State Charters, University, Correctional); 00 is the state. The first row of each organization carries its name in Group (all students); the race rows follow",Organization Code (NDE 2-digit district code),Group,Black,Hispanic,White,(file: _math / _ela),hs_NV_2024_math.csv,hs_NV_2024_ela.csv,(none; report title),Grade 11 (CCR high school assessment),Mathematics - Number Tested / ELA - Number Tested,Mathematics - % Proficient / ELA - % Proficient,Meets Standard + Exceeds Standard (published % Proficient),- ; -- ; <5 ; >95,
NV,2025,hs_reportcard_nv_ccr_group_summary,hs_reportcard_nv_ccr_group_summary=archived; hs_reportcard_nv_ccr_group_summary=archived,mapped,hs_reportcards/NV/hs_NV_2025_math.csv | hs_reportcards/NV/hs_NV_2025_ela.csv,"csv (Nevada Report Card Group Summary Report, CCR Grade 11 High School ELA/Math, one file per subject); header row 4","Organization Code 01-17 (county districts) and 18-20 (State Charters, University, Correctional); 00 is the state. The first row of each organization carries its name in Group (all students); the race rows follow",Organization Code (NDE 2-digit district code),Group,Black,Hispanic,White,(file: _math / _ela),hs_NV_2025_math.csv,hs_NV_2025_ela.csv,(none; report title),Grade 11 (CCR high school assessment),Mathematics - Number Tested / ELA - Number Tested,Mathematics - % Proficient / ELA - % Proficient,Meets Standard + Exceeds Standard (published % Proficient),- ; -- ; <5 ; >95,
NY,2022,hs_reportcard_ny_src,hs_reportcard_ny_src=archived,mapped,hs_reportcards/NY/SRC2022.zip (SRC2022_GroupIV.mdb),"Access database in the zip (SRCyyyy .mdb/.accdb), table [Annual Regents Exams]; the table carries the prior year too",ENTITY_CD ending 0000 with a district name (county rows 0000xx000000 and the state are excluded); YEAR = end year,ENTITY_CD (NYSED 12-digit BEDS code); INSTITUTION_ID also printed,SUBGROUP_NAME,Black or African American,Hispanic or Latino,White,SUBJECT,Regents Common Core Algebra I,Regents Common Core English Language Art,"(none; all administrations in the year, any grade)","Regents Examination in Algebra I and in English Language Arts (annual: August, January and June administrations)",TESTED,PER_PROF (NUM_PROF / TESTED),Levels 3-5,s,Layout checked in the database: YEAR 2021 and 2022 rows; extra exemption columns (TOTAL_EXEMPT ... ASSMNT_FLAG). Read with the Jet OLE DB provider (32-bit). The annual Regents rows count every administration in the year; the Total Cohort Regents table is the accountability-cohort alternative.
